cod_usuario,cod_produto,data_venda,quantidade,valor_compra
164812,4,26/11/2020,13,765.7
60539,17,24/06/2020,12,7009.2
386873,6,20/03/2021,14,12598.6
161457,12,08/07/2021,15,1162.5
116227,4,20/07/2021,5,294.5
150561,9,22/07/2021,2,778.2
248723,8,18/07/2021,12,2634.84
415893,16,19/01/2021,14,70
398059,12,04/01/2021,4,310
250753,5,27/07/2021,1,437
26349,12,10/03/2021,16,1240
314473,17,28/11/2020,18,10513.8
401035,10,12/05/2021,13,9098.7
227703,21,09/05/2021,3,17997.3
424745,9,02/08/2020,7,2723.7
92364,9,30/04/2021,9,3501.9
276505,20,16/03/2021,7,909.3
87066,5,22/09/2019,1,437
69785,5,25/09/2020,16,6992
269780,17,28/12/2020,18,10513.8
279895,21,17/05/2021,14,83987.4
120985,2,15/04/2021,20,26915.6
458896,17,08/02/2020,8,4672.8
307257,13,08/06/2020,11,108.9
255533,21,02/09/2020,15,89986.5
270112,3,06/07/2021,9,18445.5
10255,4,27/02/2021,12,706.8
48324,3,13/01/2021,13,26643.5
472601,20,04/06/2020,6,779.4
24957,19,31/12/2019,17,42498.3
28954,8,29/07/2021,3,658.71
53602,3,15/05/2021,9,18445.5
371728,8,01/08/2020,20,4391.4
203943,15,26/11/2020,20,99.8
34101,20,09/10/2020,14,1818.6
248602,11,22/08/2020,6,299.4
40780,9,21/02/2019,13,5058.3
349881,6,04/01/2020,20,17998
240279,15,29/03/2021,20,99.8
454651,11,01/07/2021,1,49.9
254160,8,04/07/2021,12,2634.84
448930,14,18/05/2019,2,277.98
85384,20,25/03/2020,7,909.3
42101,11,04/04/2020,11,548.9
430548,20,26/10/2019,16,2078.4
223606,10,19/12/2020,4,2799.6
56759,9,17/11/2019,4,1556.4
113366,1,17/04/2021,13,59681.7
442609,20,06/10/2020,6,779.4
427623,6,22/06/2021,5,4499.5
84664,7,29/10/2019,15,19507.35
275248,2,31/12/2020,9,12112.02
486146,21,02/05/2021,10,59991
53668,21,20/07/2021,20,119982
33987,20,03/12/2020,2,259.8
429263,21,23/02/2021,10,59991
80556,3,02/05/2021,9,18445.5
118003,4,02/02/2021,2,117.8
101224,8,05/07/2021,2,439.14
268179,11,10/12/2020,4,199.6
371779,19,19/08/2020,3,7499.7
66807,13,08/09/2020,14,138.6
136925,16,20/08/2020,20,100
154765,2,12/07/2021,2,2691.56
25640,14,25/05/2021,20,2779.8
6135,10,28/06/2021,2,1399.8
226232,6,09/08/2020,16,14398.4
245651,21,20/02/2021,18,107983.8
234487,11,22/03/2021,20,998
474801,2,13/07/2021,20,26915.6
17599,15,17/12/2020,20,99.8
300053,7,11/01/2021,2,2600.98
154095,10,15/06/2020,10,6999
267165,16,23/09/2018,19,95
189679,19,21/07/2021,15,37498.5
45869,5,27/09/2020,7,3059
338336,5,28/05/2021,12,5244
58206,9,15/11/2020,11,4280.1
323659,9,11/02/2021,7,2723.7
53309,19,10/02/2020,17,42498.3
351367,17,28/06/2021,8,4672.8
150551,4,02/06/2020,15,883.5
215668,20,16/02/2021,11,1428.9
318374,10,13/08/2020,3,2099.7
176774,1,26/01/2020,9,41318.1
213538,12,21/10/2020,18,1395
323468,6,27/04/2021,1,899.9
478085,11,03/07/2021,15,748.5
453389,4,15/11/2020,19,1119.1
244243,17,28/12/2020,4,2336.4
334986,12,10/07/2020,6,465
55798,21,22/11/2020,4,23996.4
195678,3,18/04/2021,5,10247.5
7948,12,30/11/2020,16,1240
168401,6,15/07/2020,1,899.9
10035,1,31/07/2021,18,82636.2
194512,20,18/07/2021,13,1688.7
218985,19,24/07/2020,7,17499.3
335282,10,03/11/2020,11,7698.9
167040,14,07/06/2021,8,1111.92
89557,4,28/07/2020,14,824.6
137449,7,11/12/2020,10,13004.9
251819,19,01/03/2020,7,17499.3
148427,10,06/08/2020,5,3499.5
302847,6,18/06/2021,15,13498.5
57753,21,09/03/2021,13,77988.3
180235,13,16/07/2020,18,178.2
116559,6,03/04/2020,11,9898.9
923,14,30/11/2020,19,2640.81
111960,14,21/07/2018,1,138.99
369531,12,12/02/2021,4,310
386444,7,01/02/2021,8,10403.92
112940,11,05/03/2020,13,648.7
194079,16,27/07/2020,10,50
1899,3,09/11/2020,15,30742.5
29574,18,27/01/2021,7,55.3
382335,16,22/05/2020,6,30
363741,18,22/05/2021,7,55.3
314982,11,03/06/2021,16,798.4
489370,8,24/03/2021,2,439.14
45216,6,21/01/2021,9,8099.1
34519,21,22/10/2020,10,59991
208830,19,23/09/2018,19,47498.1
302382,14,28/05/2021,6,833.94
482265,13,09/10/2020,19,188.1
157240,2,19/11/2019,10,13457.8
422582,9,11/03/2021,1,389.1
10215,9,19/12/2019,13,5058.3
10195,4,09/07/2021,14,824.6
399978,9,31/07/2021,4,1556.4
119818,10,23/12/2020,18,12598.2
209845,21,07/07/2021,13,77988.3
478914,12,01/06/2021,15,1162.5
428539,19,27/04/2021,19,47498.1
84934,15,27/11/2019,2,9.98
254241,2,10/07/2021,2,2691.56
204128,20,01/07/2021,6,779.4
195424,15,08/04/2020,1,4.99
228212,13,18/06/2019,7,69.3
83734,2,19/02/2020,20,26915.6
250985,12,19/04/2018,9,697.5
61896,12,27/05/2021,16,1240
353931,16,07/11/2020,19,95
120968,15,03/03/2021,5,24.95
340026,15,13/07/2021,8,39.92
43815,2,31/05/2019,12,16149.36
68922,17,07/03/2021,5,2920.5
340978,11,18/07/2021,19,948.1
342611,9,17/10/2020,3,1167.3
227772,17,22/04/2021,2,1168.2
289258,4,03/03/2020,9,530.1
104102,16,16/07/2021,15,75
469610,16,16/07/2021,10,50
122170,3,23/03/2021,18,36891
85751,19,27/07/2021,20,49998
483246,15,22/09/2020,3,14.97
395639,10,25/01/2019,6,4199.4
350404,4,04/04/2021,1,58.9
236408,9,21/07/2021,20,7782
39151,13,17/07/2021,6,59.4
185694,5,17/02/2020,8,3496
135896,10,27/04/2020,13,9098.7
286367,19,10/01/2021,1,2499.9
397296,1,02/01/2020,9,41318.1
164354,17,12/01/2020,6,3504.6
139102,9,11/11/2020,9,3501.9
119463,16,31/12/2020,7,35
24192,4,29/07/2021,14,824.6
465487,5,12/04/2020,10,4370
442189,2,24/05/2019,17,22878.26
214071,3,23/07/2021,10,20495
192969,5,21/06/2021,12,5244
433447,1,29/04/2021,5,22954.5
333236,7,30/04/2020,17,22108.33
462963,20,19/07/2021,16,2078.4
21232,17,13/07/2021,18,10513.8
88042,14,13/05/2021,5,694.95
175432,7,28/10/2020,18,23408.82
238764,8,10/07/2020,9,1976.13
98973,17,14/08/2018,9,5256.9
456866,13,29/07/2021,8,79.2
65014,14,04/01/2020,18,2501.82
7249,20,07/05/2020,14,1818.6
343726,1,08/07/2021,6,27545.4
32876,8,05/11/2020,20,4391.4
175760,1,26/10/2020,18,82636.2
222847,1,04/04/2021,6,27545.4
471535,7,22/01/2021,3,3901.47
402055,10,09/11/2020,8,5599.2
363384,14,26/03/2019,4,555.96
272120,3,06/07/2018,6,12297
317936,14,05/06/2021,10,1389.9
270176,11,30/07/2021,19,948.1
243493,4,10/03/2021,18,1060.2
147998,1,14/06/2021,17,78045.3
444946,12,21/04/2020,14,1085
43154,18,10/05/2021,1,7.9
497764,7,11/04/2019,4,5201.96
136889,5,27/12/2020,5,2185
110092,21,31/08/2020,16,95985.6
87494,2,19/03/2021,2,2691.56
241074,14,17/07/2021,8,1111.92
39965,20,02/03/2021,1,129.9
373882,9,05/05/2021,5,1945.5
120486,7,27/09/2020,10,13004.9
377305,4,18/09/2020,13,765.7
187216,18,04/11/2020,11,86.9
64230,20,09/02/2021,12,1558.8
304989,5,11/05/2021,12,5244
258714,14,08/09/2020,19,2640.81
323326,10,26/02/2021,6,4199.4
483546,14,05/06/2021,14,1945.86
441351,4,23/07/2021,13,765.7
318959,6,13/01/2021,20,17998
19794,6,07/03/2020,8,7199.2
453157,15,16/11/2020,2,9.98
255061,21,24/07/2021,15,89986.5
312110,11,09/04/2020,15,748.5
91598,15,29/12/2018,6,29.94
177993,21,15/06/2021,6,35994.6
180056,17,11/10/2020,7,4088.7
70514,14,22/12/2020,20,2779.8
66357,12,25/04/2021,18,1395
341723,10,12/07/2021,10,6999
112085,2,01/01/2020,2,2691.56
486465,1,25/09/2019,11,50499.9
143834,11,18/04/2021,2,99.8
53023,20,18/10/2019,10,1299
283076,6,10/01/2020,17,15298.3
428102,13,29/05/2021,8,79.2
304386,5,25/05/2021,8,3496
470547,5,21/11/2019,4,1748
402788,5,17/07/2021,15,6555
4431,18,18/11/2020,11,86.9
181293,5,20/12/2020,1,437
352777,21,30/07/2021,20,119982
472264,12,20/03/2021,13,1007.5
377068,11,31/05/2020,16,798.4
154206,1,30/07/2021,15,68863.5
144774,20,06/10/2020,8,1039.2
458291,13,10/05/2020,10,99
363578,3,20/06/2021,14,28693
459336,17,19/12/2020,5,2920.5
394795,12,17/03/2019,16,1240
281998,14,01/01/2021,13,1806.87
93799,9,22/01/2021,2,778.2
390834,7,17/07/2020,9,11704.41
29453,4,24/09/2020,18,1060.2
460280,19,22/12/2019,16,39998.4
68352,7,02/02/2021,14,18206.86
445687,14,27/11/2019,17,2362.83
149477,21,26/03/2020,20,119982
409171,7,06/04/2020,20,26009.8
167420,13,18/12/2019,17,168.3
417160,17,26/07/2018,11,6425.1
35544,14,02/06/2021,3,416.97
415793,10,06/05/2021,14,9798.6
232473,11,25/05/2021,9,449.1
343914,18,04/10/2019,12,94.8
192565,2,08/06/2021,17,22878.26
384850,7,20/06/2020,11,14305.39
444486,15,05/10/2019,14,69.86
247121,1,18/07/2020,11,50499.9
152562,7,26/05/2020,12,15605.88
233259,20,12/07/2021,8,1039.2
400554,10,02/06/2020,3,2099.7
24328,20,13/12/2020,18,2338.2
169821,16,24/04/2021,18,90
141969,4,02/12/2020,3,176.7
485626,3,24/12/2020,18,36891
274772,3,08/04/2021,17,34841.5
38584,8,19/01/2021,11,2415.27
206324,9,11/08/2020,10,3891
193910,11,29/08/2020,15,748.5
208343,19,13/05/2021,2,4999.8
77263,13,25/02/2021,19,188.1
439013,12,23/11/2020,18,1395
330830,1,26/01/2020,9,41318.1
255128,7,12/06/2021,18,23408.82
95467,21,20/07/2021,13,77988.3
86499,20,02/10/2019,18,2338.2
486044,10,30/09/2020,13,9098.7
86186,6,06/02/2021,14,12598.6
363794,11,14/07/2021,2,99.8
402656,19,16/06/2021,13,32498.7
195723,8,16/04/2021,14,3073.98
81106,8,06/08/2020,6,1317.42
279109,10,19/10/2019,14,9798.6
260700,3,01/06/2021,14,28693
171158,11,10/05/2021,3,149.7
277200,20,09/08/2020,7,909.3
47639,16,07/07/2021,7,35
233326,4,14/12/2020,15,883.5
68295,5,25/09/2020,3,1311
283219,4,02/06/2021,18,1060.2
176904,14,21/11/2020,6,833.94
54236,11,29/03/2021,9,449.1
245067,6,03/08/2019,14,12598.6
14845,17,02/07/2021,12,7009.2
378263,16,21/09/2019,10,50
466437,1,08/07/2021,11,50499.9
351104,3,06/11/2019,18,36891
95040,8,04/07/2021,10,2195.7
120303,8,18/09/2018,6,1317.42
29989,11,26/12/2019,14,698.6
386855,5,25/05/2020,19,8303
339650,13,18/04/2020,1,9.9
177700,14,28/07/2021,18,2501.82
197795,4,04/09/2019,11,647.9
150686,3,26/03/2020,3,6148.5
454370,16,04/07/2020,6,30
488611,19,14/12/2020,8,19999.2
451647,7,06/08/2018,2,2600.98
421719,5,30/07/2021,4,1748
145291,12,14/09/2020,19,1472.5
371884,3,16/04/2020,17,34841.5
100511,11,19/02/2019,16,798.4
385508,21,13/05/2021,7,41993.7
473058,3,25/06/2021,11,22544.5
63235,12,09/05/2021,2,155
335121,6,15/04/2021,19,17098.1
396508,11,14/08/2020,16,798.4
443652,1,23/06/2020,9,41318.1
476438,20,03/04/2021,10,1299
466655,12,29/09/2020,12,930
440925,21,12/12/2020,2,11998.2
23277,20,06/08/2020,3,389.7
73508,15,08/04/2021,17,84.83
86190,21,09/11/2019,17,101984.7
179130,5,03/07/2019,14,6118
428230,6,13/05/2021,4,3599.6
230601,9,01/07/2021,18,7003.8
390927,9,28/01/2020,2,778.2
318044,16,19/01/2020,6,30
211675,17,17/12/2020,3,1752.3
459092,4,31/05/2021,7,412.3
36646,7,01/11/2019,9,11704.41
435378,18,10/07/2021,5,39.5
71847,19,16/05/2020,5,12499.5
199869,11,28/07/2019,10,499
355663,12,29/07/2021,19,1472.5
41041,4,01/08/2019,14,824.6
351583,11,09/05/2021,13,648.7
458306,12,11/06/2021,10,775
159393,18,14/05/2019,3,23.7
186688,9,17/05/2021,13,5058.3
121447,19,05/12/2020,5,12499.5
479481,1,03/01/2021,18,82636.2
179886,16,01/03/2020,12,60
347080,8,25/06/2020,10,2195.7
412294,20,30/10/2020,2,259.8
394029,6,01/06/2021,3,2699.7
442992,19,28/07/2021,5,12499.5
175009,2,28/06/2020,6,8074.68
231167,13,05/10/2020,16,158.4
204412,2,09/07/2021,13,17495.14
358277,10,16/12/2020,2,1399.8
267313,10,09/11/2019,18,12598.2
76634,9,27/11/2020,11,4280.1
356138,18,15/10/2020,12,94.8
101408,8,02/10/2019,3,658.71
493831,16,16/05/2021,12,60
381783,21,10/04/2020,7,41993.7
278421,6,28/04/2021,13,11698.7
200518,21,28/06/2021,19,113982.9
354592,13,06/10/2020,4,39.6
78539,4,26/10/2020,15,883.5
211424,13,30/04/2020,16,158.4
73743,9,13/05/2021,20,7782
454940,10,21/04/2020,9,6299.1
27728,17,16/06/2021,9,5256.9
251316,2,02/07/2020,4,5383.12
198708,2,29/03/2021,10,13457.8
275837,16,04/11/2019,20,100
169855,2,13/08/2018,20,26915.6
42082,16,06/01/2021,15,75
469247,13,29/07/2021,15,148.5
206125,6,24/06/2021,13,11698.7
426816,11,09/04/2021,9,449.1
221432,10,03/04/2021,7,4899.3
353025,12,11/08/2019,3,232.5
216226,4,13/03/2021,18,1060.2
379029,8,29/06/2021,16,3513.12
88061,20,14/06/2019,4,519.6
240287,8,30/06/2021,9,1976.13
106483,15,05/06/2021,11,54.89
354856,11,17/03/2021,12,598.8
8526,21,14/10/2020,8,47992.8
393377,2,05/07/2019,3,4037.34
387200,13,06/07/2021,18,178.2
410642,3,30/05/2021,6,12297
259566,3,18/06/2018,17,34841.5
195797,20,29/03/2019,5,649.5
347927,3,19/11/2020,15,30742.5
246616,1,06/06/2021,13,59681.7
23165,6,14/08/2020,1,899.9
241104,6,09/09/2020,12,10798.8
45913,16,28/06/2021,2,10
30338,11,26/09/2020,17,848.3
213164,19,08/07/2021,9,22499.1
113960,6,12/09/2020,16,14398.4
193869,5,11/02/2020,17,7429
83287,12,28/08/2020,9,697.5
277503,15,13/04/2021,3,14.97
93924,8,14/07/2021,18,3952.26
434517,11,14/01/2020,15,748.5
80874,20,04/06/2021,15,1948.5
326814,2,05/09/2019,19,25569.82
235006,21,14/03/2019,18,107983.8
204305,15,26/01/2021,6,29.94
487450,14,10/07/2021,14,1945.86
136720,3,05/04/2021,4,8198
221317,15,16/03/2020,12,59.88
347836,14,12/09/2020,13,1806.87
487544,6,02/10/2019,16,14398.4
366269,17,07/05/2021,6,3504.6
474401,18,29/03/2021,14,110.6
448699,7,21/11/2018,10,13004.9
66163,21,06/06/2021,13,77988.3
41672,7,30/06/2019,1,1300.49
194203,1,03/10/2020,13,59681.7
477011,4,17/11/2020,5,294.5
193521,1,10/07/2021,16,73454.4
435416,10,26/10/2020,9,6299.1
344792,15,20/07/2020,2,9.98
349331,11,05/06/2021,18,898.2
328719,19,25/12/2020,6,14999.4
92976,9,26/08/2019,14,5447.4
91473,15,14/06/2019,15,74.85
481907,11,10/12/2020,3,149.7
52207,12,04/06/2021,19,1472.5
141221,18,28/01/2021,6,47.4
410682,1,17/07/2021,15,68863.5
469580,8,25/10/2020,7,1536.99
431694,15,11/04/2021,3,14.97
479968,12,09/12/2019,9,697.5
169674,5,28/06/2021,4,1748
343233,9,16/02/2021,6,2334.6
353158,18,25/06/2021,2,15.8
257595,20,30/07/2021,3,389.7
290668,18,26/03/2021,8,63.2
154198,17,08/09/2019,1,584.1
435355,13,13/04/2020,7,69.3
99846,3,23/01/2021,19,38940.5
211027,21,30/03/2021,6,35994.6
149791,16,11/08/2020,4,20
211863,12,12/06/2021,3,232.5
228092,14,10/03/2021,7,972.93
34252,19,18/02/2021,12,29998.8
90527,12,18/04/2019,7,542.5
362306,16,19/07/2021,9,45
435466,9,29/07/2020,16,6225.6
3523,19,30/11/2019,10,24999
206925,16,25/08/2020,1,5
283228,7,19/09/2020,7,9103.43
493817,7,25/05/2019,10,13004.9
418019,11,07/02/2021,5,249.5
136703,15,18/06/2021,17,84.83
262329,8,01/02/2021,14,3073.98
240970,6,13/07/2021,3,2699.7
314439,7,28/02/2021,15,19507.35
82462,6,06/01/2021,20,17998
1631,7,29/02/2020,8,10403.92
321282,19,30/11/2020,19,47498.1
489197,11,06/07/2021,13,648.7
60360,21,29/04/2021,18,107983.8
232362,5,02/11/2020,4,1748
286768,1,01/03/2020,11,50499.9
327714,4,20/07/2021,20,1178
270059,4,17/06/2020,9,530.1
376053,20,29/08/2019,4,519.6
265921,17,30/11/2020,14,8177.4
418148,17,24/04/2020,3,1752.3
275823,13,13/05/2021,13,128.7
21165,15,02/12/2020,4,19.96
256994,19,24/10/2019,5,12499.5
179214,19,11/02/2021,17,42498.3
316582,11,09/10/2018,3,149.7
416509,15,15/04/2021,12,59.88
138506,5,29/05/2021,18,7866
255213,15,13/09/2018,19,94.81
22912,9,01/06/2020,12,4669.2
317313,20,27/10/2020,6,779.4
427699,14,26/03/2020,2,277.98
296695,13,01/08/2020,14,138.6
225451,2,06/04/2021,18,24224.04
116475,14,28/08/2020,20,2779.8
200689,21,12/06/2019,8,47992.8
288802,20,13/04/2021,4,519.6
342368,14,05/04/2021,18,2501.82
64626,4,11/12/2019,2,117.8
415263,16,18/09/2020,1,5
301041,4,08/11/2020,5,294.5
1704,1,17/05/2020,6,27545.4
313533,1,16/04/2021,5,22954.5
333367,15,03/07/2021,3,14.97
129949,5,25/06/2021,1,437
207389,13,26/07/2021,1,9.9
72127,18,21/03/2021,9,71.1
308336,2,27/09/2020,18,24224.04
85686,14,14/03/2020,12,1667.88
344630,2,30/10/2020,5,6728.9
208920,3,20/01/2021,7,14346.5
85079,19,06/07/2020,5,12499.5
419195,16,18/07/2021,7,35
471879,14,01/07/2021,14,1945.86
97718,20,28/07/2021,1,129.9
289349,10,20/06/2021,12,8398.8
63213,7,24/06/2019,19,24709.31
421761,9,09/03/2020,20,7782
251383,17,06/04/2020,8,4672.8
462753,2,08/04/2019,6,8074.68
3652,6,05/05/2020,7,6299.3
114593,18,30/01/2021,9,71.1
346830,20,05/04/2021,10,1299
406335,18,30/07/2020,1,7.9
475316,1,14/01/2021,17,78045.3
420255,12,05/04/2021,7,542.5
101594,4,25/04/2021,18,1060.2
443877,19,01/07/2021,5,12499.5
405133,9,15/02/2021,12,4669.2
164682,15,30/08/2019,8,39.92
276768,14,14/06/2021,3,416.97
230132,9,16/05/2021,19,7392.9
201705,15,16/04/2021,13,64.87
493925,19,30/04/2021,18,44998.2
270487,17,23/03/2021,19,11097.9
64558,11,12/05/2020,15,748.5
153185,20,18/06/2021,4,519.6
65000,13,08/05/2021,9,89.1
425998,7,06/07/2021,8,10403.92
478681,21,25/11/2019,17,101984.7
306887,12,27/06/2021,7,542.5
468848,12,13/01/2020,5,387.5
232153,13,22/04/2021,1,9.9
77380,1,28/05/2021,7,32136.3
257537,3,23/09/2020,16,32792
354967,21,20/03/2021,19,113982.9
121270,13,20/02/2021,3,29.7
63141,14,27/05/2021,1,138.99
174859,6,09/01/2021,1,899.9
177457,18,30/10/2020,2,15.8
168681,1,28/06/2021,10,45909
360912,19,04/03/2021,7,17499.3
328148,7,08/07/2021,1,1300.49
337368,20,01/10/2020,11,1428.9
449231,18,07/12/2019,12,94.8
231631,20,29/05/2021,16,2078.4
431581,4,26/05/2019,18,1060.2
365917,13,21/04/2020,7,69.3
238446,5,18/07/2021,1,437
359440,20,29/05/2019,7,909.3
101768,7,15/03/2018,15,19507.35
325835,18,21/01/2021,11,86.9
108525,18,26/06/2021,11,86.9
214799,16,22/04/2020,14,70
176269,6,15/05/2021,15,13498.5
198952,5,10/06/2020,14,6118
251999,15,11/08/2020,13,64.87
108803,12,10/03/2020,18,1395
16224,7,27/05/2020,3,3901.47
88872,15,01/07/2019,17,84.83
181873,18,28/01/2021,6,47.4
17186,2,06/06/2021,20,26915.6
271396,21,18/07/2021,13,77988.3
104194,15,12/07/2021,1,4.99
427132,4,15/04/2020,10,589
99198,1,11/07/2020,7,32136.3
274419,7,31/05/2021,16,20807.84
316152,7,11/05/2021,7,9103.43
428200,21,18/03/2021,3,17997.3
412085,7,23/04/2021,14,18206.86
107182,19,19/05/2021,15,37498.5
202613,5,19/02/2021,10,4370
184128,5,30/07/2021,19,8303
334101,12,06/07/2021,10,775
58214,18,19/05/2021,4,31.6
117155,7,14/01/2021,6,7802.94
107955,2,08/05/2020,19,25569.82
194078,16,02/05/2021,17,85
86642,19,18/09/2020,4,9999.6
288349,12,17/06/2020,10,775
249838,14,29/08/2020,15,2084.85
303512,12,22/07/2019,10,775
402781,15,21/09/2020,13,64.87
460517,9,31/07/2021,14,5447.4
452834,11,24/07/2021,16,798.4
457016,20,20/04/2020,13,1688.7
452113,6,28/06/2021,11,9898.9
148106,8,14/11/2019,14,3073.98
252543,5,27/06/2021,14,6118
453233,14,07/08/2020,18,2501.82
335438,17,23/07/2021,4,2336.4
259778,18,04/04/2018,17,134.3
220090,6,14/07/2021,18,16198.2
140398,15,08/03/2021,13,64.87
48995,15,04/09/2019,7,34.93
21605,11,01/11/2020,19,948.1
297251,6,06/03/2021,8,7199.2
412378,17,03/08/2020,5,2920.5
2029,10,08/11/2020,9,6299.1
290989,7,28/07/2021,3,3901.47
144975,8,05/05/2020,2,439.14
410222,5,25/03/2021,8,3496
179346,7,24/07/2021,20,26009.8
6674,10,31/10/2019,6,4199.4
182600,14,09/06/2021,20,2779.8
15595,13,17/07/2021,12,118.8
404807,11,30/04/2021,16,798.4
386996,3,03/05/2020,12,24594
160677,10,28/07/2020,11,7698.9
346191,4,17/05/2021,18,1060.2
153992,7,17/09/2019,13,16906.37
332014,4,29/04/2021,20,1178
430987,4,27/10/2019,10,589
297398,16,23/11/2019,11,55
358106,20,06/04/2021,15,1948.5
161597,10,12/03/2019,4,2799.6
418656,10,30/06/2021,9,6299.1
248162,5,22/08/2020,10,4370
385504,7,31/01/2021,2,2600.98
253354,19,22/07/2019,12,29998.8
19314,14,21/03/2021,10,1389.9
159689,19,26/07/2020,8,19999.2
299939,8,12/06/2020,9,1976.13
392732,15,21/04/2021,1,4.99
80541,8,01/11/2020,4,878.28
338561,19,26/05/2021,11,27498.9
378776,7,03/02/2020,20,26009.8
292464,18,31/12/2020,18,142.2
498402,20,17/03/2021,10,1299
480852,19,23/04/2021,19,47498.1
268474,19,30/06/2021,19,47498.1
393567,9,07/06/2020,15,5836.5
426516,15,11/04/2020,13,64.87
345490,21,13/12/2019,7,41993.7
330148,20,28/02/2021,17,2208.3
223133,18,13/06/2021,2,15.8
372818,21,28/01/2019,16,95985.6
282810,11,31/10/2018,5,249.5
17756,19,31/08/2020,2,4999.8
177724,6,29/03/2021,3,2699.7
368735,10,03/06/2021,17,11898.3
66223,12,20/04/2021,5,387.5
218268,21,17/03/2021,16,95985.6
249424,19,18/07/2021,19,47498.1
429819,8,19/03/2021,10,2195.7
274192,13,04/03/2020,9,89.1
229187,5,27/07/2021,11,4807
67628,6,14/06/2021,9,8099.1
417665,18,28/05/2021,19,150.1
411204,9,11/07/2019,13,5058.3
47279,3,09/11/2020,5,10247.5
390972,18,22/01/2021,19,150.1
88466,21,09/04/2021,7,41993.7
427870,8,11/05/2021,8,1756.56
485915,10,06/05/2020,16,11198.4
275708,3,15/04/2021,1,2049.5
108254,8,02/05/2021,1,219.57
183752,9,02/12/2020,5,1945.5
455197,21,20/01/2020,16,95985.6
7118,12,20/03/2018,6,465
467164,6,31/07/2021,5,4499.5
112480,6,24/05/2021,20,17998
464213,2,15/05/2020,16,21532.48
429320,2,12/07/2021,1,1345.78
446072,13,25/11/2019,8,79.2
303442,20,28/11/2020,14,1818.6
282328,18,29/04/2021,13,102.7
255623,16,14/04/2021,14,70
469807,11,08/05/2019,18,898.2
103036,9,09/08/2020,3,1167.3
280738,19,25/07/2021,15,37498.5
415587,20,05/09/2020,2,259.8
473861,8,15/07/2020,2,439.14
431199,14,23/12/2020,14,1945.86
495772,13,27/02/2020,2,19.8
236930,6,22/11/2020,16,14398.4
371580,13,12/08/2020,11,108.9
58290,13,28/09/2020,17,168.3
182879,13,23/10/2020,4,39.6
68459,10,28/01/2021,12,8398.8
278701,11,29/07/2021,12,598.8
451978,8,26/07/2021,1,219.57
207536,18,25/05/2020,5,39.5
184146,13,08/05/2021,7,69.3
456854,10,11/11/2020,10,6999
232934,2,06/01/2021,17,22878.26
355668,18,16/06/2021,12,94.8
151651,2,07/12/2020,10,13457.8
167803,5,02/07/2021,8,3496
83770,7,09/06/2021,18,23408.82
356713,14,18/02/2020,17,2362.83
118417,20,24/06/2021,7,909.3
221721,20,21/06/2021,20,2598
228040,6,06/12/2019,2,1799.8
243434,12,26/07/2021,6,465
148470,11,10/01/2021,16,798.4
164663,17,21/05/2020,5,2920.5
253218,7,07/01/2021,3,3901.47
334761,12,29/04/2021,4,310
110070,19,18/11/2020,2,4999.8
138557,12,07/12/2020,14,1085
18361,2,16/06/2021,12,16149.36
31195,7,22/03/2021,2,2600.98
421395,10,03/02/2020,14,9798.6
473861,18,09/03/2021,9,71.1
426449,8,20/05/2021,10,2195.7
55681,17,14/10/2019,5,2920.5
250206,17,03/03/2019,9,5256.9
476574,12,20/05/2021,5,387.5
393077,1,24/04/2021,14,64272.6
461782,4,15/04/2021,1,58.9
461133,11,16/03/2020,19,948.1
92553,13,04/10/2020,5,49.5
57703,5,11/07/2021,7,3059
235062,19,24/12/2019,16,39998.4
222233,2,30/09/2019,12,16149.36
111971,8,20/07/2021,3,658.71
459916,21,13/10/2020,10,59991
216096,14,11/06/2021,8,1111.92
243795,16,06/02/2019,3,15
316130,17,08/07/2021,16,9345.6
3079,9,23/02/2021,17,6614.7
460113,5,26/10/2019,12,5244
135286,16,07/09/2020,7,35
261185,14,23/08/2020,9,1250.91
414188,18,20/04/2021,14,110.6
231888,19,16/07/2019,15,37498.5
419444,10,21/06/2021,14,9798.6
499089,20,30/07/2021,8,1039.2
125563,19,29/10/2020,1,2499.9
54752,1,27/06/2020,4,18363.6
486859,7,18/08/2020,4,5201.96
82845,18,21/03/2020,2,15.8
141069,15,17/05/2019,13,64.87
58395,20,14/04/2020,8,1039.2
325888,8,08/06/2021,8,1756.56
62796,10,13/04/2021,8,5599.2
3300,9,09/07/2020,5,1945.5
67617,14,27/04/2021,6,833.94
39375,19,24/04/2021,3,7499.7
379827,6,13/07/2021,17,15298.3
405491,5,02/11/2020,10,4370
25629,16,06/10/2019,7,35
369618,6,28/06/2021,12,10798.8
432016,12,30/10/2020,14,1085
22776,3,03/02/2021,14,28693
385353,9,17/11/2020,18,7003.8
357249,18,28/04/2019,20,158
480267,11,09/02/2021,17,848.3
296349,7,17/08/2020,20,26009.8
139564,4,12/05/2021,4,235.6
211403,2,31/10/2018,10,13457.8
155285,9,21/07/2021,15,5836.5
216202,17,10/02/2021,4,2336.4
199743,14,22/04/2020,2,277.98
476366,19,12/04/2021,11,27498.9
444601,15,18/02/2020,4,19.96
480581,21,13/07/2021,17,101984.7
178200,7,13/05/2020,17,22108.33
445490,7,20/09/2019,12,15605.88
111134,4,16/01/2021,2,117.8
35186,15,16/04/2021,14,69.86
